"X165";"X1";"X178";"X163";"X105";"X47";"X161";"X2";"X14";"X170";"X103";"X98";"X81";"X162";"X164";"X151";"X83";"X152";"X149";"X159";"X101";"y"
-67;-26;-48;-78;-38;12;-68;8;-67;-40;-85;2;-25;-71;-90;-1;29;13;-10;-7;-86;"4"
14;31;58;-11;4;-82;-10;42;21;86;-12;-45;89;-15;-6;18;72;36;9;59;-42;"4"
-44;11;-6;2;19;-2;-3;-5;20;18;30;1;12;3;-17;-23;0;-39;3;-42;56;"4"
-53;50;20;-8;35;-40;15;58;4;-32;13;-102;-26;5;-32;-72;-15;-78;-55;19;-1;"5"
-180;-20;-142;-135;-118;-5;-49;-11;43;-159;-148;-193;-233;-96;-164;135;-227;227;-43;32;-168;"1"
-72;-86;-113;-79;99;-444;-116;-38;74;-178;99;91;-29;-106;-55;-10;60;-9;-31;-104;88;"1"
-78;-113;-49;-83;-1;-25;-80;-119;-98;-70;4;-38;15;-88;-77;-113;-5;-95;-130;-68;-3;"5"
-61;-73;-128;-52;-72;-60;-18;-69;-92;-38;-74;-44;-67;-35;-71;-30;-45;-39;12;-27;-76;"5"
70;918;-27;72;358;246;89;937;624;-25;307;72;-1864;70;71;282;-1578;269;254;135;231;"1"
-69;-28;-63;-70;-62;-9;-59;-9;13;-19;-68;-38;-59;-66;-72;-41;-54;-43;-28;-55;-62;"3"
-4;-27;24;-1;-15;-2;22;-39;18;-17;-14;-27;4;8;-4;-36;3;-30;-48;44;-21;"2"
253;-566;-34;222;-171;-202;174;-609;-302;262;-182;-181;172;199;244;-273;66;-249;-271;129;-166;"2"
10;-32;3;4;5;-64;9;-27;-43;3;11;21;4;8;5;40;8;41;45;16;23;"3"
7;-70;-14;12;-28;-126;23;-83;-104;35;-37;30;-149;19;6;58;-109;49;87;47;-35;"2"
-39;40;-121;-78;-74;51;-92;48;24;-27;-93;-64;-121;-91;-62;-61;-123;-63;-57;-91;-98;"2"
35;-49;-43;32;35;19;28;-49;-96;11;35;53;71;33;41;27;65;29;26;17;27;"3"
30;49;51;-10;35;19;-28;39;65;28;29;12;18;-18;5;-14;-19;-26;-26;-24;25;"4"
35;276;8;90;-35;161;107;255;-209;73;-30;254;-56;162;41;-59;-178;-80;43;-150;57;"1"
28;-195;-66;18;-17;-51;17;-186;65;-85;-84;-62;-142;11;24;-129;-151;-144;-85;23;-85;"4"
141;52;-4;89;-118;-46;64;51;-44;201;-119;-132;-65;65;113;211;-147;230;131;104;-98;"4"
69;56;103;57;-59;76;53;76;51;43;-82;4;4;56;64;-32;-14;-26;-85;47;-47;"5"
-12;9;8;-29;12;16;-21;14;-36;-13;19;17;4;-26;-21;-26;2;-25;-29;-17;23;"3"
275;223;51;298;-44;192;131;200;63;308;-6;-28;-148;243;319;-44;-52;-30;-41;60;-14;"3"
-3;60;-66;-18;-5;48;-36;50;-41;-40;-46;-39;-44;-35;-14;57;-12;70;17;-21;-21;"3"
483;314;502;73;-1533;208;-1224;41;202;196;246;382;-594;-497;377;-1823;-549;-1208;-1546;-1318;717;"1"
25;-18;2;-2;21;1;-36;-8;46;-22;28;1;111;-25;20;16;103;2;33;-25;44;"5"
95;6;20;116;34;65;131;19;37;70;83;17;59;133;98;68;39;60;33;93;82;"4"
42;-98;73;38;-13;-20;35;-91;-28;-31;8;-41;-26;35;42;-20;-39;-36;16;44;-11;"4"
8;-9;28;28;-23;-15;32;-10;37;-5;-51;-15;-8;13;23;11;-65;2;11;18;-27;"4"
-16;13;-3;-30;10;-68;-35;14;-61;7;-20;-10;-24;-33;-22;-63;-35;-62;-63;-29;-22;"3"
55;30;-9;27;3;53;20;47;-23;-69;30;-5;-56;20;43;9;-69;-26;47;4;31;"5"
-212;218;-20;-198;130;137;-174;118;644;-185;35;-2;-126;-186;-208;149;-107;114;217;-138;7;"1"
36;19;-78;16;-28;-1;20;25;1;-1;-6;-16;12;17;20;-20;21;-26;-5;9;3;"5"
3;-24;33;79;-16;1;146;-17;-60;63;-12;21;70;118;31;41;35;71;41;94;17;"5"
-239;70;-49;-155;15;117;-99;70;26;-91;87;152;-101;-119;-203;18;-143;6;117;-111;130;"1"
63;-192;669;-92;-155;509;-169;-207;-473;-526;13;544;-238;-150;4;642;-237;465;364;-159;398;"1"
-5;-52;-73;-17;-51;173;-65;-4;54;-8;116;337;203;-36;-6;-209;309;-225;-256;-136;258;"2"
11;-15;-16;-38;-83;-31;-48;-5;-3;39;-83;-38;13;-48;-18;-39;-34;-39;-14;-37;-66;"4"
-27;-19;-27;-19;-36;13;1;9;-35;-9;-6;-33;-32;-13;-25;0;31;26;-3;27;15;"5"
-8;10;-113;7;-29;17;16;0;-12;-91;-29;9;25;22;4;-106;-26;-88;-133;-11;26;"5"
32;70;200;23;150;124;1;71;95;108;129;32;132;17;29;-87;61;-92;-117;-32;106;"1"
-67;-103;-65;-64;-53;138;-63;-157;50;-68;-53;-55;-54;-63;-67;-98;-5;-109;-77;-47;-73;"4"
-5;95;-29;-6;-28;83;-10;101;123;30;-64;10;49;-7;-15;-16;33;-11;3;-4;-54;"5"
-157;75;-71;-146;-101;23;-137;76;132;-135;-104;-77;21;-141;-150;-123;12;-127;-108;-126;-95;"3"
10;-17;-48;-84;-90;-11;-177;31;-49;-158;-94;-18;-131;-129;-27;28;-146;55;-101;-150;-72;"4"
48;21;49;15;-57;21;-27;12;-8;57;-27;-52;40;-6;29;28;38;84;-38;-3;-39;"4"
65;-78;123;60;-91;-79;8;-78;-57;72;-87;-123;5;42;59;-108;-25;-101;-102;-46;-104;"3"
-16;-19;-7;25;-39;-59;-3;-40;-48;20;-11;53;-60;19;5;-27;-49;-26;-2;-17;27;"5"
50;179;27;8;32;-12;-30;147;135;70;33;11;-6;-18;36;82;2;76;94;5;32;"1"
-98;-56;-82;-87;-51;-59;-71;-57;-126;-74;-86;-80;-56;-79;-97;-67;-43;-74;-75;-84;-110;"5"
2;-11;-137;31;48;-23;31;-16;-123;-80;57;64;74;29;18;40;76;44;28;21;68;"3"
51;-128;38;43;21;38;45;-130;-67;81;36;12;-48;43;41;59;-63;84;38;78;26;"5"
105;-114;112;130;-5;62;124;-102;-38;102;9;55;36;135;121;141;44;126;160;114;46;"5"
77;-28;-27;72;15;43;77;-18;-43;-24;-14;39;-8;79;77;15;24;-19;96;66;-28;"5"
29;-35;22;30;-6;-36;23;-40;12;7;2;-30;-4;19;33;35;11;13;97;40;5;"5"
6;-52;-20;27;-10;70;43;-32;28;-11;-10;5;8;34;16;-77;29;-72;-75;54;-3;"2"
-102;411;87;-34;-201;166;23;422;-325;-206;-229;-259;405;-2;-63;288;317;317;45;-12;-211;"1"
-82;-16;-124;-63;-68;-32;-22;-54;27;-29;-76;-71;-17;-37;-86;-73;-31;-44;-137;3;-102;"4"
-21;-11;-42;18;80;-97;21;-57;119;-66;61;38;-13;20;4;-51;-59;-15;-123;-23;49;"4"
15;-82;73;5;-215;-8;-8;-73;27;36;-137;78;-23;-1;8;-63;-30;-59;-78;-26;-48;"1"
-2;4;-7;-14;13;-10;-19;6;-20;11;19;9;-31;-15;-9;20;-38;18;29;-16;14;"3"
-32;-7;3;-37;-8;38;-42;-4;-5;-12;-5;22;-15;-42;-34;-19;-23;-22;-11;-56;11;"3"
-22;-16;33;-19;6;24;-35;-16;4;-22;-10;-26;-2;-26;-20;-86;1;-77;-108;-40;-14;"2"
94;-395;-189;-79;-332;-209;-313;-404;466;459;-158;972;-79;-167;-14;-97;-56;-74;-116;-435;228;"1"
-70;-90;-63;-69;-54;-75;-70;-94;-124;-61;-65;-71;-46;-70;-68;-26;-57;-21;-67;-47;-78;"1"
-8;41;-13;15;63;107;50;40;-26;-23;39;97;18;35;0;36;71;37;27;43;36;"5"
50;12;-17;39;-26;-9;20;18;43;59;-59;-18;-60;41;47;-6;-65;-5;-17;13;-59;"2"
-2;45;40;3;-120;6;-37;101;-143;-2;-33;13;13;-22;5;-55;113;-36;-30;9;51;"4"
2;23;107;-21;-19;-86;-29;4;-76;73;-23;33;60;-28;-6;-12;33;-5;-31;-32;-20;"2"
-386;114;-39;-355;-163;48;-343;237;548;-229;25;113;-377;-304;-398;226;-392;190;257;-667;179;"1"
-26;55;-62;14;-186;136;0;6;51;-152;-112;-5;132;13;3;-10;142;-22;-2;-17;5;"4"
11;-94;865;2;-41;-95;15;-82;-185;54;-44;-36;-12;6;7;108;-34;113;86;39;-45;"2"
-94;9;-52;-108;-67;99;-14;-12;-47;154;-58;160;-162;-100;-98;-54;-58;-64;-51;70;16;"4"
23;34;90;92;37;-27;63;1;12;-181;-19;-131;-95;89;75;-159;-85;-166;-67;27;-111;"4"
-9;-26;101;4;25;28;19;-9;-37;8;19;22;-33;9;-9;16;-33;30;-11;41;18;"3"
-25;57;-34;-36;-34;-7;-48;48;7;-85;-88;-1;20;-44;-30;-68;7;-90;-19;-41;-82;"4"
657;291;-324;463;939;150;359;203;-540;459;389;-853;726;373;563;197;470;743;-946;631;-549;"1"
-151;44;64;131;-381;-205;324;13;305;-201;-301;-205;-254;273;-61;180;-221;118;460;197;-225;"1"
38;23;-6;32;36;-38;93;29;-67;26;28;4;-2;67;22;-38;0;-9;-22;66;-10;"5"
19;-132;-15;49;24;58;53;-129;6;-77;-24;28;39;56;39;18;-16;-12;42;54;-61;"5"
164;90;-17;124;60;-71;123;-6;-142;-90;166;-349;-27;108;144;138;-47;322;-219;245;38;"1"
-1;-21;-109;-18;35;20;-3;-28;95;-27;-10;14;-6;-12;-6;33;-7;8;52;4;-22;"4"
-19;8;-13;-17;39;25;-19;7;39;-13;35;57;30;-21;-18;-28;38;-26;-37;-21;41;"2"
32;-16;28;28;-48;86;15;-15;57;-15;-49;-44;-13;24;31;18;-21;13;-1;16;-36;"5"
-11;-218;16;-9;-152;-284;-36;-234;-347;-14;-175;-186;-218;-16;-5;41;-227;36;38;-45;-194;"2"
89;-121;-60;-1;-58;-22;-43;-94;-67;74;-42;0;-2;-25;38;8;-22;-41;103;-83;-31;"4"
-54;2;-20;-1;-4;-16;-16;12;-9;55;32;-18;-13;5;-33;-11;7;-22;19;-67;50;"5"
-161;-46;-86;-205;-108;-233;-146;-83;-81;-18;-107;-74;-154;-175;-199;-151;-227;-155;-117;-81;-52;"4"
-97;-458;814;-1152;-215;-81;-1439;-669;162;-179;231;-1207;580;-1472;-560;-136;28;68;-19;-65;114;"1"
-40;-71;-113;-87;-45;-83;-135;-80;-38;-61;-58;-88;-51;-113;-59;-65;-75;-72;-55;-148;-91;"4"
-23;6;-16;-40;71;-34;-45;1;-4;2;59;48;-53;-51;-29;-21;-58;-16;-25;-41;60;"3"
39;-17;113;18;-53;34;-21;23;45;-11;-9;-30;40;23;37;-143;93;-175;-245;-18;-15;"4"
-39;-152;-32;10;-145;-82;26;-160;-54;-145;-172;-136;-45;25;-18;-85;-74;-60;-58;-22;-131;"3"
-72;6;-110;-28;35;39;-55;-36;30;-66;175;-15;121;-40;-28;67;114;47;59;-63;193;"3"
-44;-35;39;-23;-128;-85;25;-35;-25;-28;-148;-47;5;22;-56;62;-35;27;-14;-76;-84;"4"
-53;-84;-60;-53;-60;-81;-69;-84;-78;-72;-93;-55;-112;-68;-49;-68;-97;-59;-82;-66;-83;"5"
14;72;-85;-38;-69;7;-7;81;27;-77;0;11;34;-24;-24;-83;57;-63;-45;6;0;"3"
42;2;67;59;61;-19;-3;2;-5;23;58;20;39;34;57;24;62;-8;61;-75;36;"5"
-40;-84;-24;-74;34;-85;-51;-83;-95;-47;-112;-141;125;-79;-43;-116;51;-76;-102;-37;-230;"4"
-28;-121;-1;-6;101;38;26;-146;-99;-46;128;150;57;23;-15;5;32;-1;11;8;151;"3"
190;-37;-41;184;38;-45;140;-42;-55;26;-1;-62;-55;175;191;-92;11;-79;-140;61;-75;"3"
33;-76;-38;38;-63;-54;49;-70;16;-27;-26;-14;28;42;30;27;-5;18;0;14;18;"2"
62;27;11;60;48;52;4;33;38;50;27;-51;-84;38;61;-1;-57;-2;9;-33;0;"2"
45;-25;-143;-4;-158;19;-20;-51;150;11;-173;-127;-22;-18;22;-15;-53;-14;-32;-6;-142;"4"
7;168;-26;57;-127;-74;112;152;-30;-59;-118;-105;-29;86;24;57;-56;52;49;127;-126;"2"
-369;4;-699;-306;-226;-655;-127;46;5;-331;-142;-291;-770;-238;-351;898;-793;1219;-194;196;-202;"1"
-395;35;92;-685;-504;441;-781;-23;-222;262;-689;-157;221;-787;-531;144;123;197;55;-374;-556;"1"
31;-73;-14;-27;-20;-106;-75;-58;-58;-147;-161;-58;17;-54;-3;-67;-2;-34;-80;-82;-186;"4"
-1;-29;-42;11;6;-34;22;-30;5;-9;13;17;-35;20;1;5;-32;5;0;13;11;"2"
-190;41;108;-173;-80;109;-242;33;-9;197;4;293;-309;-182;-187;-133;-175;-267;-9;-343;170;"1"
-20;22;-36;-20;-112;105;22;37;40;-20;-119;-70;23;-1;-25;128;-7;132;109;46;-114;"2"
-29;57;-92;-40;39;48;-76;44;12;2;44;7;23;-62;-26;-72;100;-56;-99;-86;59;"4"
81;24;-75;78;1;33;36;45;53;-34;23;-20;111;52;101;5;80;5;14;0;-1;"4"
-43;7;-21;-50;-13;5;-29;-9;-5;-11;-11;-11;-30;-35;-50;-7;-5;-2;-10;-28;18;"5"
-56;-5;-92;-95;38;229;-136;57;301;-32;35;-14;281;-102;-73;56;122;50;189;-170;12;"1"
-200;86;-26;-189;-120;-352;-162;127;-180;-242;-197;-100;-40;-175;-196;37;-89;35;90;-118;-163;"1"
-41;9;-79;-22;40;-1;-28;8;13;-67;47;17;79;-24;-33;-47;74;-41;-46;-21;30;"3"
50;-10;87;40;7;-17;85;-30;12;89;3;45;-46;60;48;-9;-35;14;-6;97;45;"5"
27;46;22;48;41;14;29;35;89;1;52;90;73;49;51;-43;60;-38;-20;11;35;"2"
374;140;653;-263;-38;-216;-149;133;105;34;-64;-144;-254;-255;2;-103;-244;-89;-76;-56;-87;"1"
-50;38;-95;-185;44;97;-242;13;145;133;-87;-93;0;-226;-121;-37;-72;-33;-74;-143;-133;"4"
-14;-11;19;-35;42;15;-45;-13;41;-28;52;67;-22;-45;-25;-12;-2;-20;-20;-40;74;"3"
-68;39;13;-47;7;30;-45;10;-19;-52;-31;-1;-176;-47;-57;45;-129;49;51;-3;-50;"2"
-25;47;3;-12;-4;30;-10;39;51;-1;-33;-90;-24;-3;-14;-57;-36;-55;-77;-16;-62;"3"
29;-55;61;80;42;30;91;-52;53;9;19;-2;36;97;56;10;37;11;14;36;-7;"4"
23;-1112;138;147;-3;126;334;-796;-994;367;-3;-168;238;265;45;-506;23;-691;131;253;-8;"1"
40;16;93;53;29;54;63;25;107;-23;28;148;46;61;48;7;38;12;-1;67;48;"3"
-44;-498;441;-88;377;-492;-216;-607;187;-121;183;54;-338;-154;-22;-245;-180;-294;-54;-297;-112;"1"
-50;971;-798;829;-1192;-588;1084;945;19;820;71;-121;-114;1007;333;443;-58;182;439;1123;1122;"1"
69;97;75;64;-10;92;54;97;96;34;-23;-50;-166;61;68;43;-134;49;52;45;-35;"1"
-145;52;-95;-94;72;50;-5;37;44;3;16;-69;-21;-52;-130;-24;-42;2;-53;42;-37;"4"
5;11;-32;3;12;-43;-1;5;-47;-18;-4;-9;1;3;8;-11;8;-9;-9;-5;-18;"2"
44;-201;-22;46;-23;53;20;-186;65;51;-17;74;134;38;41;105;96;59;152;-32;35;"4"
-1;-35;-57;-12;-28;-20;-31;-40;-15;-18;-11;42;-10;-28;-7;-21;-1;-25;-11;-38;12;"3"
-122;-33;-18;-87;-15;-42;-44;-47;-19;-34;-17;21;-21;-61;-108;2;-23;13;4;-63;1;"5"
6;-21;62;84;-135;-42;84;12;-63;-27;-35;161;-83;92;58;-116;-6;-154;1;31;83;"4"
430;89;-184;527;491;-196;679;58;-87;173;474;59;-91;616;461;1349;138;1277;805;644;350;"1"
310;283;-108;375;317;-872;301;414;-42;40;280;95;156;347;380;14;-122;63;-58;216;211;"1"
205;-955;-953;137;-276;801;142;-1454;-427;362;-543;-287;123;132;167;197;-31;183;232;162;-1081;"1"
-29;-61;-26;-35;-36;-84;-21;-72;-122;-26;-13;-51;-50;-27;-32;-60;-12;-58;-74;-24;-23;"5"
-65;-86;-51;-46;65;-10;-14;-78;-39;-41;23;-64;39;-22;-63;-51;7;-67;-34;-55;-69;"5"
-13;-29;-25;-1;2;61;-19;-8;-18;-60;-2;27;-2;4;-6;-49;-32;-42;-41;-94;2;"5"
-682;345;-103;-100;-394;464;586;287;43;-443;-822;-13;463;289;-499;209;475;149;169;635;-902;"1"
-11;77;-21;39;20;9;65;65;-22;-21;41;-17;55;61;19;50;60;43;13;26;18;"5"
58;94;42;97;98;117;107;102;-2;-16;75;33;10;105;72;-15;39;15;-46;75;35;"3"
5;-81;9;73;4;79;89;-46;-141;-216;-15;-31;-1;90;44;-142;-29;-136;-142;10;-16;"4"
-30;9;45;-18;8;-28;-6;23;7;2;-14;-54;-5;-8;-28;-4;-3;-5;-15;-7;-37;"2"
-15;-55;-49;15;-48;-48;34;-57;21;-158;-38;-37;-46;25;4;-55;-36;-73;-1;-1;-33;"2"
-7;-72;-79;-50;96;-3;-67;-92;-72;-42;59;32;117;-60;-28;-116;86;-132;-112;-41;19;"2"
-1;61;-3;-30;23;-20;-27;57;37;4;13;59;-7;-26;-14;-55;25;-68;-30;12;20;"2"
5;-47;-63;-5;-4;6;-64;-66;119;13;5;35;43;-41;8;-92;57;-40;-108;-77;10;"4"
-159;259;149;-137;-14;-2;-32;224;586;180;18;92;58;-74;-171;100;116;401;-376;-223;54;"1"
-121;50;8;-118;19;-7;-113;53;5;-59;7;9;-25;-121;-118;-106;-28;-109;-87;-97;6;"3"
437;156;242;439;-91;-107;213;181;173;83;-96;-93;92;335;503;-8;47;-17;-22;195;-127;"1"
-282;31;-15;-108;-371;84;-175;-74;23;-20;-302;175;136;-127;-153;-619;-243;-611;-593;-303;-136;"1"
-86;-42;-51;-31;-21;-16;-8;-36;-34;-80;38;60;-35;-17;-63;-52;-36;-36;-87;-38;82;"5"
-511;451;110;211;761;-29;597;522;-776;-832;719;333;489;432;-141;217;-196;302;60;719;532;"1"
-65;48;-39;-49;-29;-17;-12;34;44;43;-39;28;16;-40;-52;-24;94;-37;10;45;14;"5"
-2;30;66;-8;-12;6;11;18;19;6;-48;-55;26;-23;-26;-63;12;-29;-91;8;-89;"5"
-28;0;48;-20;7;14;-4;-2;37;-27;12;39;-8;-16;-22;25;0;28;14;13;27;"2"
-28;3;-42;-20;-47;-49;-24;-1;-27;-71;-61;-76;-72;-21;-24;-18;-72;-16;-26;-27;-70;"2"
27;89;7;39;30;65;39;85;41;3;18;10;-5;44;32;34;-8;33;38;21;23;"3"
-65;66;-53;-81;70;-40;-54;57;29;-73;46;-132;-40;-71;-72;-76;-107;-71;-85;-20;-22;"3"
121;-53;-71;125;-253;240;68;-55;-19;122;-362;-133;12;108;128;-399;-1;-262;-596;-12;-288;"2"
-64;1;-34;-36;15;31;-13;-1;35;-123;7;-29;-9;-23;-46;29;-9;24;50;-5;-21;"3"
-38;20;140;-7;-24;16;34;0;-228;13;-42;-3;48;24;-29;27;-1;70;-46;77;12;"3"
-35;-46;-14;-107;-99;95;-116;-48;143;-41;-96;-62;8;-115;-85;-34;-5;-24;-58;-112;-77;"2"
100;-106;-29;97;-42;-39;93;-110;20;54;-31;-46;99;97;97;15;72;28;-6;84;-36;"3"
135;-107;29;125;33;-4;109;-101;-89;80;20;-16;26;119;134;33;8;34;20;90;10;"2"
-4;42;-24;41;-36;61;-1;54;-1;62;17;19;-44;34;14;30;53;0;42;-61;2;"5"
33;60;85;63;50;51;32;50;69;11;59;30;-3;31;41;56;44;37;82;47;25;"5"
-16;-34;-10;-12;2;57;-20;-22;27;-11;-70;51;15;-8;-16;0;42;-10;-22;-28;-94;"5"
-71;30;-90;-49;81;3;-41;38;46;-140;88;65;-21;-46;-51;-2;-16;-9;5;-18;77;"3"
-53;-78;-1;-112;-24;121;-71;-93;-16;-20;9;-159;87;-92;-79;7;76;2;22;0;-66;"4"
-75;-33;-35;-73;-94;36;-77;-30;-109;-71;-83;-92;-49;-77;-69;1;-44;-3;7;-60;-72;"2"
-79;-93;-73;-83;-94;-51;-89;-101;-54;-54;-88;-73;-91;-86;-83;-104;-69;-111;-89;-100;-81;"3"
-11;51;53;7;58;-1;12;52;-28;8;38;23;27;8;-1;3;12;9;-7;19;28;"2"
8;60;5;47;72;24;64;51;142;114;62;51;44;91;37;105;96;134;56;41;73;"5"
21;-23;195;20;-237;-310;3;-2;-108;-166;-156;-124;-5;16;25;133;0;23;143;-86;-61;"1"
22;30;-33;48;55;-104;18;-13;-69;-17;36;6;25;34;48;53;35;58;92;-1;39;"4"
54;38;43;38;41;27;26;39;34;49;36;40;-25;29;49;41;-14;43;32;41;46;"2"
-11;-44;56;2;50;45;-5;-17;-5;26;3;-38;22;-14;-1;36;68;-28;105;-7;-45;"4"
59;53;58;62;-49;20;75;56;68;107;-51;11;7;70;56;-12;34;-10;4;69;-5;"5"
10;18;14;14;-4;64;-19;21;-23;-20;-11;27;-24;15;13;-15;-20;-5;4;78;-45;"5"
21;-30;81;17;-29;6;-3;-30;-7;11;-45;-98;-40;5;25;-17;-46;-5;-43;-14;-74;"3"
22;-33;17;27;15;-12;45;-34;-37;12;24;31;7;38;23;-4;11;3;-18;43;26;"3"
9;38;7;15;31;43;2;28;65;10;11;-10;37;6;17;16;-3;29;8;1;-12;"3"
33;-91;66;13;14;50;5;-101;-59;18;22;-2;23;9;25;-4;-23;4;-19;-5;25;"2"
11;-30;6;19;27;-2;27;-40;-12;21;31;21;4;24;9;12;15;7;21;15;25;"3"
-6;-34;-95;-1;34;-35;-14;-43;29;-13;41;23;14;-13;7;-67;6;-66;-38;17;29;"4"
-6;165;275;38;-156;604;231;158;471;-541;-850;-16;-1884;137;-8;582;-736;250;364;219;-872;"1"
-29;-89;-56;-17;-3;-20;-14;-96;-69;-36;1;-15;30;-10;-20;-49;29;-51;-38;-23;-1;"2"
-33;-67;29;-46;-22;13;-37;-72;20;16;-29;-27;-30;-47;-39;19;22;45;-18;15;-42;"2"
6;5;-29;8;45;34;19;5;28;-6;55;38;58;12;6;44;62;50;25;33;48;"2"
11;-5;22;2;66;-75;-9;-1;-16;25;52;41;-19;-6;7;-16;-30;-29;-7;-17;40;"3"
-114;-76;15;-61;-48;-2;21;-102;-33;-53;-38;45;41;-18;-95;-120;21;-108;-62;41;17;"4"
17;6;-6;47;58;-48;0;44;-58;-32;38;55;26;26;49;-4;0;-15;31;-64;44;"5"
3;7;27;21;-30;18;53;-6;15;-15;-28;-6;-5;34;15;41;-19;19;38;87;-20;"5"
-44;28;-8;49;-208;81;77;3;-3;-169;-198;-14;100;74;9;-193;13;-174;-174;34;-99;"4"
-21;-43;-21;-11;15;-43;-14;-47;-21;-21;26;69;-5;-11;-12;-51;-20;-48;-56;-25;52;"2"
-468;-34;79;-559;10;330;-598;34;-117;318;-139;-480;431;-566;-554;-412;519;-407;-107;-723;-328;"1"
-28;-98;-27;-37;-20;-67;-45;-101;-63;-30;-30;-49;-42;-43;-33;-46;-43;-44;-56;-48;-37;"2"
-91;-82;-16;-106;32;21;-113;-85;-43;-90;64;30;-64;-107;-100;-12;-60;-30;0;-106;41;"5"
-21;138;77;-65;34;134;-35;123;10;91;-15;-5;41;-56;-49;64;32;117;-20;-2;-3;"4"
11;27;-1;22;-7;58;51;29;62;11;4;-19;-9;41;13;-16;-15;-2;-32;45;-3;"3"
-13;18;78;-31;-58;-48;17;54;105;44;-49;-105;-148;-5;-26;33;-35;35;36;25;-81;"4"
-11;-212;12;-108;38;-117;-87;-200;-145;-69;-17;15;33;-106;-57;-59;3;-57;-42;-29;-22;"4"
-134;385;325;-58;-303;-43;22;377;-134;-256;-270;-3;-234;-10;-100;264;-348;283;114;67;-203;"1"
46;5;20;30;20;-37;17;-10;66;47;25;3;-12;27;42;-56;-14;-53;-83;-2;22;"3"
-120;118;-26;-84;120;37;-62;133;42;-190;87;66;-40;-68;-95;51;-54;38;33;0;49;"1"
-469;-65;1380;-568;369;-474;-624;-81;-1242;-1554;365;-553;511;-624;-510;-199;304;-173;-160;-543;103;"1"
-98;-66;36;-68;57;-5;-70;-26;-57;-74;17;81;-11;-77;-80;-66;10;-48;-51;-40;3;"3"
30;-1;-7;-1;-53;-14;-41;2;68;22;-38;-57;16;-22;18;-74;20;-76;-64;-55;-45;"2"
-35;92;-34;10;-44;-91;20;112;-111;-143;72;144;203;17;1;-205;300;-159;-210;82;156;"4"
-58;76;-60;-120;-59;55;-86;84;48;-43;-28;-5;3;-109;-102;-94;16;-84;-76;-68;-5;"5"
-96;-37;-37;-92;-36;12;-76;-33;-8;-93;-27;3;-59;-85;-94;-31;-56;-37;-27;-64;-26;"2"
-18;-47;-22;-5;-8;-41;-6;-39;-86;-43;-7;-18;-25;-7;-13;-78;-12;-75;-72;-9;-10;"2"
103;-25;123;94;-9;-183;85;-27;-108;130;-2;5;-14;87;101;70;-13;67;69;53;-3;"3"
-65;-58;-30;-98;-102;-71;-90;-51;-70;1;-106;-107;-32;-96;-86;-39;-25;-42;-49;-63;-126;"5"
-187;-101;171;-146;53;94;-69;-96;229;72;75;-67;0;-105;-180;78;6;70;79;-9;65;"1"
-48;-104;-102;-34;-67;-17;-49;-86;-54;9;-63;-35;-61;-34;-46;4;-34;11;-15;-91;-66;"4"
515;-130;-3;413;-91;-995;-108;-201;342;25;-95;12;-572;185;522;-42;-1107;-56;-29;-665;-96;"1"
143;-836;-804;-22;528;259;-9;-543;-18;1146;1050;72;212;-18;6;-50;186;-57;-117;19;886;"1"
62;54;60;59;92;-16;44;68;-19;57;51;-9;29;45;71;78;7;70;39;87;0;"4"
-77;-55;-84;-62;-60;-83;-48;-53;-92;-92;-69;-71;-87;-53;-68;-92;-86;-84;-100;-47;-68;"3"
70;107;-59;58;-309;45;156;97;-77;-109;-245;-149;91;91;65;-36;52;-75;-35;276;-198;"1"
-38;-107;-38;-41;24;-17;-37;-100;-78;-44;36;54;15;-38;-39;-30;24;-40;-21;-45;45;"3"
17;15;-532;300;-99;463;629;-107;-5;-173;185;231;-609;488;135;231;-252;260;184;587;472;"1"
5;-3;-14;15;1;-16;15;-14;14;-2;-2;17;-7;14;9;-21;3;-15;-22;10;10;"2"
-170;-923;-264;148;-592;-120;353;-1047;-143;-249;99;405;-375;281;-7;186;-239;263;-8;443;766;"1"
143;48;98;145;59;-215;80;-2;107;-83;67;-88;-177;124;158;26;-70;-1;103;-64;64;"4"
-11;-8;-30;-12;-1;16;-21;-13;-39;24;-15;10;17;-22;-4;10;27;22;21;2;-16;"4"
-130;58;-69;-124;-38;-52;-100;60;-28;-40;-15;-52;18;-115;-134;-67;-8;-94;-26;-87;-15;"5"
-45;-65;-60;-28;-109;10;-9;-59;28;-49;-115;-121;-46;-21;-35;-26;-62;-29;-37;-8;-123;"3"
13;82;-250;80;252;320;183;18;175;235;367;127;62;129;36;-250;135;-113;-527;303;346;"1"
-56;30;-61;-34;-75;10;-33;33;37;-41;-67;-31;11;-30;-50;-97;7;-100;-99;-61;-61;"3"
-161;-12;-100;-147;-69;-107;-72;-39;-74;-101;-48;-36;-98;-109;-175;-103;-91;-78;-104;-47;-33;"5"
26;5;29;25;-2;15;10;4;-3;45;-7;-50;-16;23;28;46;-8;51;33;2;-24;"5"
1;62;18;-18;-14;-27;-35;64;18;32;-17;-108;-12;-28;-4;28;1;17;29;-50;-33;"5"
302;198;310;306;-321;245;366;196;160;284;-380;-401;-1475;340;296;346;-861;331;377;388;-441;"1"
-37;18;-15;-38;66;-5;-12;13;-9;3;85;-8;-53;-26;-38;40;-67;48;37;33;52;"4"
